# apertures (x>=0 half) from screen_pos.stl [aligned, manifold-clean], SI metres
# x y z nx ny nz r_ap
5.73619330e-02 -4.26800000e-02 2.19983747e-02  -3.26392995e-01 2.42851876e-01 9.13504559e-01  2.59869967e-03
5.73125580e-02 4.27114583e-02 2.19891071e-02  -3.26112048e-01 -2.43030875e-01 9.13557292e-01  2.55422901e-03
5.85535119e-02 -5.27105263e-02 2.54454769e-02  -3.33173154e-01 2.99926199e-01 8.93890332e-01  2.54325756e-03
5.85336351e-02 5.27574468e-02 2.54538200e-02  -3.33060053e-01 -3.00193180e-01 8.93842859e-01  2.52601925e-03
5.91019330e-02 -2.44700000e-02 1.88520229e-02  -3.36293704e-01 1.39235834e-01 9.31407498e-01  2.60801515e-03
5.91100518e-02 2.45227723e-02 1.88628522e-02  -3.36339900e-01 -1.39536112e-01 9.31345878e-01  2.61656204e-03
5.93090298e-02 -6.21731183e-02 2.92345476e-02  -3.37472097e-01 3.53768941e-01 8.72330282e-01  2.52283753e-03
5.93412878e-02 6.22193548e-02 2.92657916e-02  -3.37655648e-01 -3.54032030e-01 8.72152501e-01  2.52299243e-03
6.18969330e-02 -3.57150000e-02 2.19822359e-02  -3.52197429e-01 2.03220589e-01 9.13596390e-01  2.59972374e-03
6.18042859e-02 -1.65382353e-02 1.88564936e-02  -3.51670261e-01 9.41035956e-02 9.31382059e-01  2.63062806e-03
6.18140898e-02 1.65598039e-02 1.88623764e-02  -3.51726046e-01 -9.42263224e-02 9.31348586e-01  2.62908390e-03
6.19117289e-02 3.57744898e-02 2.20011856e-02  -3.52281619e-01 -2.03559090e-01 9.13488565e-01  2.57392235e-03
6.34462048e-02 -8.38446602e-03 1.88639385e-02  -3.61012883e-01 4.77081373e-02 9.31339697e-01  2.63349734e-03
